nodeID,name,longitude,latitude,nodeCode
1,Hartlepool and Stockton-on-Tees,-1.3181888178245382,54.58493533384668,UKC11
2,South Teesside,-1.0372387434636003,54.53773778590988,UKC12
3,Darlington,-1.5342415222695986,54.54647072423191,UKC13
4,Durham CC,-1.8101619817730632,54.700440502794876,UKC14
5,Northumberland,-2.057594309272563,55.25441114298768,UKC21
6,Tyneside,-1.5789988579090195,54.9663375322597,UKC22
7,Sunderland,-1.4339196153362381,54.90031385019786,UKC23
8,West Cumbria,-3.283064927596451,54.55637593529386,UKD11
9,East Cumbria,-2.7261758717199993,54.6124883968623,UKD12
10,Manchester,-2.2427947888799826,53.43680448701675,UKD33
11,Greater Manchester South West,-2.3624389723171557,53.449471763893534,UKD34
12,Greater Manchester South East,-2.0990049298210796,53.43253291226238,UKD35
13,Greater Manchester North West,-2.51410361191893,53.54047413674128,UKD36
14,Greater Manchester North East,-2.1709154139617985,53.584016428108384,UKD37
15,Blackburn with Darwen,-2.468018032280042,53.694770426486365,UKD41
16,Blackpool,-3.0278759762867007,53.81537903765852,UKD42
17,Lancaster and Wyre,-2.6989628411599655,54.0495122369031,UKD44
18,Mid Lancashire,-2.54737170465251,53.87405481465555,UKD45
19,East Lancashire,-2.244735145113872,53.79241460274113,UKD46
20,Chorley and West Lancashire,-2.741283874162912,53.63397370243422,UKD47
21,Warrington,-2.5230119621238094,53.394650914377905,UKD61
22,Cheshire East,-2.3510754455379024,53.19753370068786,UKD62
23,Cheshire West and Chester,-2.79071161492917,53.19923355669758,UKD63
24,East Merseyside,-2.7350358193494486,53.415644354354086,UKD71
25,Liverpool,-2.9109000463840817,53.417520192076665,UKD72
26,Sefton,-2.97632574046496,53.55392116127444,UKD73
27,Wirral,-3.040649248412829,53.337874438968285,UKD74
28,"Kingston upon Hull, City of",-0.3520129282002696,53.76067743489512,UKE11
29,East Riding of Yorkshire,-0.5598116844152649,53.879565256617624,UKE12
30,North and North East Lincolnshire,-0.5318899831578393,53.57239576719156,UKE13
31,York,-1.026916413653,53.95017456022397,UKE21
32,North Yorkshire CC,-1.4207679124043637,54.17625450529227,UKE22
33,"Barnsley, Doncaster and Rotherham",-1.2887881601936881,53.50857233354213,UKE31
34,Sheffield,-1.563741104860589,53.39408163405951,UKE32
35,Bradford,-1.8367684427996358,53.83438286629665,UKE41
36,Leeds,-1.5378039557368137,53.80547592344387,UKE42
37,Calderdale and Kirklees,-1.8570034463852692,53.67498308748169,UKE44
38,Wakefield,-1.4158161179171298,53.66734385679733,UKE45
39,Derby,-1.4653157475916077,52.91814655476459,UKF11
40,East Derbyshire,-1.363008028888447,53.235927914435315,UKF12
41,South and West Derbyshire,-1.6765306640314557,53.1256660693585,UKF13
42,Nottingham,-1.1983551045053857,52.965755178415236,UKF14
43,North Nottinghamshire,-0.9855707759704909,53.221323791054225,UKF15
44,South Nottinghamshire,-1.083641729814792,52.95475705471998,UKF16
45,Leicester,-1.1450046385272092,52.63751646081997,UKF21
46,Leicestershire CC and Rutland,-1.0011724866059626,52.68254024170753,UKF22
47,West Northamptonshire,-1.0198375928846222,52.23284709032748,UKF24
48,North Northamptonshire,-0.6302264165606734,52.420754312251034,UKF25
49,Lincolnshire,-0.27567535001131144,53.09263984271299,UKF30
50,"Herefordshire, County of",-2.736140893556584,52.089612475106364,UKG11
51,Worcestershire,-2.175998624972582,52.24333351338314,UKG12
52,Warwickshire,-1.5561434997193693,52.332217394480125,UKG13
53,Telford and Wrekin,-2.439753393985844,52.727384901881834,UKG21
54,Shropshire CC,-2.7082034616110904,52.6586461062784,UKG22
55,Stoke-on-Trent,-2.1609153268383676,53.012319993518204,UKG23
56,Staffordshire CC,-2.043675395556858,52.821126769912944,UKG24
57,Birmingham,-1.8772352504316714,52.495598126357415,UKG31
58,Solihull,-1.7869875167299871,52.42253001970952,UKG32
59,Coventry,-1.5141365653688468,52.411957781493875,UKG33
60,Dudley,-2.092229663178038,52.483054888064395,UKG36
61,Sandwell,-2.002152842166135,52.52083639850594,UKG37
62,Walsall,-1.9781076087092246,52.57881968534748,UKG38
63,Wolverhampton,-2.086954408594698,52.58062953397952,UKG39
64,Peterborough,-0.2635475792335523,52.60809501292328,UKH11
65,Cambridgeshire CC,0.032668128192051116,52.34669048115378,UKH12
66,Suffolk,1.0313404212025625,52.23652458357981,UKH14
67,Norwich and East Norfolk,1.4676471235706612,52.67710399539135,UKH15
68,North and West Norfolk,0.7489468900295871,52.75560046548388,UKH16
69,Breckland and South Norfolk,1.0271078927502904,52.569540038543416,UKH17
70,Luton,-0.4462069270143772,51.89955504005824,UKH21
71,Hertfordshire,-0.22690763171735812,51.82825402336558,UKH23
72,Bedford,-0.47716419840989044,52.207175350620915,UKH24
73,Central Bedfordshire,-0.4304636254736103,52.025555820602236,UKH25
74,Southend-on-Sea,0.706303356834203,51.54801066838931,UKH31
75,Thurrock,0.3595550713106045,51.51517401680566,UKH32
76,Essex Haven Gateway,0.7340085950537935,51.908096340457874,UKH34
77,West Essex,0.2260898725763629,51.83700970212025,UKH35
78,Heart of Essex,0.5341556726153919,51.70379955538678,UKH36
79,Essex Thames Gateway,0.5254586667093895,51.569709920562126,UKH37
80,Camden and City of London,-0.14790055076102,51.53833478424015,UKI31
81,Westminster,-0.16360007697883425,51.51281717630958,UKI32
82,Kensington & Chelsea and Hammersmith & Fulham,-0.2141507063623943,51.50520237855028,UKI33
83,Wandsworth,-0.1815842461909849,51.4518492991846,UKI34
84,Hackney and Newham,0.003921018790455988,51.5394364886527,UKI41
85,Tower Hamlets,-0.03875849316096923,51.52159572081293,UKI42
86,Haringey and Islington,-0.10568317398858956,51.574786205749476,UKI43
87,Lewisham and Southwark,-0.04989388790973215,51.46152219613095,UKI44
88,Lambeth,-0.11216526435695397,51.45037663731522,UKI45
89,Bexley and Greenwich,0.10419745525185521,51.45595598473315,UKI51
90,Barking & Dagenham and Havering,0.1840165360862751,51.55883559437447,UKI52
91,Redbridge and Waltham Forest,0.03575135628790652,51.59801161607768,UKI53
92,Enfield,-0.08779318927341352,51.64462719225164,UKI54
93,Bromley,0.035527730254093365,51.38236543635843,UKI61
94,Croydon,-0.08741164326917468,51.363022917175066,UKI62
95,"Merton, Kingston upon Thames and Sutton",-0.2286298643485709,51.37546724783224,UKI63
96,Barnet,-0.21275337875632092,51.61485163561242,UKI71
97,Brent,-0.2615808783232326,51.55945887006348,UKI72
98,Ealing,-0.3180888355266346,51.52220084896416,UKI73
99,Harrow and Hillingdon,-0.4088653123646773,51.55900878211933,UKI74
100,Hounslow and Richmond upon Thames,-0.3351518970196155,51.458090524366426,UKI75
101,Berkshire,-1.072455193360595,51.44610863487788,UKJ11
102,Milton Keynes,-0.710627027740168,52.078953722949976,UKJ12
103,Buckinghamshire CC,-0.7861329084373538,51.78064894692629,UKJ13
104,Oxfordshire,-1.3361295680545857,51.794935279243255,UKJ14
105,Brighton and Hove,-0.1479922996535409,50.84402762814936,UKJ21
106,East Sussex CC,0.26941264779515955,50.95967401376182,UKJ22
107,West Surrey,-0.5666513780426302,51.26150689827908,UKJ25
108,East Surrey,-0.17981310355398217,51.22031471686826,UKJ26
109,West Sussex (South West),-0.5931272786540978,50.93786336612746,UKJ27
110,West Sussex (North East),-0.2192576135982493,51.02336579498344,UKJ28
111,Portsmouth,-1.1425836596235888,50.83343713437139,UKJ31
112,Southampton,-1.400349792762145,50.916440783846596,UKJ32
113,Isle of Wight,-1.2840528263368884,50.67173826153651,UKJ34
114,South Hampshire,-1.2896500940094486,50.877106827836634,UKJ35
115,Central Hampshire,-1.3590022674252986,51.03408732039998,UKJ36
116,North Hampshire,-1.0756723153847871,51.27928993921828,UKJ37
117,Medway,0.5188877688483352,51.3992108858248,UKJ41
118,Kent Thames Gateway,0.5336668419185778,51.37774519796,UKJ43
119,East Kent,1.0736683778515488,51.15854599325732,UKJ44
120,Mid Kent,0.7140756656595639,51.18301651459181,UKJ45
121,West Kent,0.2906576902993128,51.22003333555326,UKJ46
122,"Bristol, City of",-2.651964427664927,51.50134906040121,UKK11
123,"Bath and North East Somerset, North Somerset and South Gloucestershire",-2.5416758857690103,51.45614490924875,UKK12
124,Gloucestershire,-2.1219331815055784,51.83453019674895,UKK13
125,Swindon,-1.7017818048714697,51.60215021512465,UKK14
126,Wiltshire CC,-1.9570751772982562,51.3343513972615,UKK15
127,Bournemouth and Poole,-1.8655250205893321,50.733276064983094,UKK21
128,Dorset CC,-2.330790438149988,50.85622354357702,UKK22
129,Somerset,-2.9214550254304874,51.11527544879086,UKK23
130,Cornwall and Isles of Scilly,-4.789798778121509,50.447703271836446,UKK30
131,Plymouth,-4.108646548855638,50.390238655205344,UKK41
132,Torbay,-3.5448833929857932,50.44460886265307,UKK42
133,Devon CC,-3.797554874657898,50.76062530489451,UKK43
134,Isle of Anglesey,-4.364140382916219,53.28238644778833,UKL11
135,Gwynedd,-3.961150449411811,52.88403578476244,UKL12
136,Conwy and Denbighshire,-3.603057407468778,53.11396222615148,UKL13
137,South West Wales,-4.322121850869357,52.00680889649209,UKL14
138,Central Valleys,-3.4153717821867633,51.65227319869256,UKL15
139,Gwent Valleys,-3.1801014849081364,51.68049374492808,UKL16
140,Bridgend and Neath Port Talbot,-3.70976384244352,51.643462780844445,UKL17
141,Swansea,-3.963916701263598,51.7027637206209,UKL18
142,Monmouthshire and Newport,-2.9103772749741275,51.74710921550374,UKL21
143,Cardiff and Vale of Glamorgan,-3.3434802572214246,51.48055709860043,UKL22
144,Flintshire and Wrexham,-3.1081514100819505,53.07393742663875,UKL23
145,Powys,-3.4071218221598123,52.316143476177196,UKL24
146,Aberdeen City and Aberdeenshire,-2.7097829698389404,57.203729055151285,UKM50
147,Caithness & Sutherland and Ross & Cromarty,-4.787058805255653,57.9026330348443,UKM61
148,"Inverness & Nairn and Moray, Badenoch & Strathspey",-3.975948552258466,57.27657838998424,UKM62
149,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",-5.465516652761738,56.57313282414157,UKM63
150,Na h-Eileanan Siar (Western Isles),-7.125635361741453,57.96847156633652,UKM64
151,Orkney Islands,-2.9849723325466573,59.08673944282276,UKM65
152,Shetland Islands,-1.2297993973081225,60.25899095370813,UKM66
153,Angus and Dundee City,-2.893309929032254,56.71928837606867,UKM71
154,Clackmannanshire and Fife,-3.3234498600526554,56.177063746906555,UKM72
155,East Lothian and Midlothian,-2.944213658228741,55.86913949882703,UKM73
156,"Edinburgh, City of",-3.2987634014747638,55.91852527455524,UKM75
157,Falkirk,-3.7986822569081036,55.99826709965493,UKM76
158,Perth & Kinross and Stirling,-3.9540991936093186,56.484558146731885,UKM77
159,West Lothian,-3.5825065552387296,55.87600664630221,UKM78
160,"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",-4.500619200033953,56.044784436151005,UKM81
161,Glasgow City,-4.303081480545699,55.86778022082329,UKM82
162,"Inverclyde, East Renfrewshire and Renfrewshire",-4.543407978861107,55.831101879777,UKM83
163,North Lanarkshire,-3.9888617250631095,55.90131887138962,UKM84
164,Scottish Borders,-2.8212490412310034,55.57393863931743,UKM91
165,Dumfries & Galloway,-3.9516635095206962,55.08566321281692,UKM92
166,East Ayrshire and North Ayrshire mainland,-4.442565984965837,55.539618578515146,UKM93
167,South Ayrshire,-4.726457152977824,55.24879364631529,UKM94
168,South Lanarkshire,-3.833153439032516,55.63431770223958,UKM95
169,Belfast,-5.917574269906881,54.61096099489469,UKN06
170,"Armagh City, Banbridge and Craigavon",-6.451336627417864,54.378207465318084,UKN07
171,"Newry, Mourne and Down",-6.06661038779366,54.24312897889121,UKN08
172,Ards and North Down,-5.640691209601332,54.53976381986788,UKN09
173,Derry City and Strabane,-7.286602812354232,54.83988402780321,UKN10
174,Mid Ulster,-6.772080158681515,54.605068178909015,UKN11
175,Causeway Coast and Glens,-6.5874679896205635,55.060550901855805,UKN12
176,Antrim and Newtownabbey,-6.199454911663435,54.68702382450288,UKN13
177,Lisburn and Castlereagh,-6.0283535650051965,54.51079677109334,UKN14
178,Mid and East Antrim,-6.173301786700399,54.884087592419135,UKN15
179,Fermanagh and Omagh,-7.384694834101253,54.47773019318175,UKN16
